20	22
23	30
19	21
30	37
40	25
33	27
33	40
50	35
60	22
65	40
5	63
10	71
15	76
20	64
35	70
55	68
66	65
75	71
77	64
80	81
5	110
15	110
10	120
55	115
30	130
40	135
33	140
12	125
29	133
9	141
10	200
15	210
20	220
13	210
22	250
55	220
30	240
43	285
44	250
50	260
65	230
77	240
71	290
70	280
35	260
44	277
38	255
28	239
26	271
18	206
130	15
140	45
133	22
150	16
136	33
140	30
125	47
160	20
175	37
183	30
200	22
210	33
220	19
230	37
240	43
250	45
205	44
215	40
225	26
235	20
265	17
269	35
278	22
283	36
290	35
295	43
269	42
274	12
273	45
265	45
125	135
133	140
130	165
148	180
155	170
160	190
138	176
157	152
159	180
137	176
135	200
144	240
142	265
158	280
145	250
155	290
143	276
157	262
162	283
144	276
232	120
239	132
247	150
260	160
270	173
280	156
290	170
268	145
277	125
245	164
237	220
243	230
262	260
273	280
279	285
284	244
287	266
290	278
268	287
285	264
