21	22
19	30
20	21
31	37
41	25
34	27
31	40
51	35
61	22
58	40
5	64
10	72
15	77
20	65
35	71
55	69
66	66
75	72
77	65
80	80
5	110
15	110
10	120
55	115
30	130
40	135
33	140
12	125
29	133
9	141
10	200
15	210
20	220
13	210
22	250
55	220
30	240
43	285
44	250
50	260
65	230
77	240
71	290
70	280
35	260
44	277
38	255
28	239
26	271
18	206
10	286
11	260
15	276
20	250
17	255
77	285
76	279
60	277
65	259
57	250
130	15
140	45
133	22
150	16
136	33
140	30
125	47
160	20
175	37
183	30
200	22
210	33
220	19
230	37
240	43
250	45
205	44
215	40
225	26
235	20
265	17
269	35
278	22
283	36
290	35
295	43
269	42
274	12
273	45
265	45
125	150
133	158
130	165
148	180
155	170
160	190
138	176
157	152
159	180
137	176
160	188
161	177
162	166
163	154
170	165
175	174
179	165
180	178
177	182
119	189
135	200
144	240
142	265
158	280
145	250
155	290
143	276
157	262
162	283
144	276
160	288
161	267
162	276
163	254
160	210
145	220
159	233
150	289
167	272
119	290
232	120
239	132
247	150
260	160
270	173
280	156
244	170
268	145
277	125
245	164
250	117
251	200
252	192
253	145
273	175
274	149
286	169
280	188
266	138
258	177
237	220
243	230
262	260
273	280
279	285
284	244
287	266
290	278
268	287
285	264
250	237
251	270
252	292
253	277
273	275
274	249
286	226
280	278
266	238
258	248
150	118
159	108
177	106
160	120
180	110
175	116
183	106
184	120
177	122
180	108
45	110
36	107
47	120
51	124
55	135
60	127
65	140
70	105
73	133
82	131
155	15
160	45
163	27
150	25
176	18
175	33
170	40
180	26
179	37
183	42
