137
5	65
20	65
50	65
70	65
90	65
105	65
105	30
105	0
5	33
20	33
50	33
70	33
90	33
105	33
105	20
105	10
105	0
5	133
15	133
25	133
50	133
80	133
105	133
105	150
105	170
105	200
105	230
105	260
105	300
5	240
15	240
30	240
50	240
70	240
105	240
105	270
105	300
190	20
180	20
170	20
160	20
150	20
130	20
110	20
105	18
105	5
107	0
233	5
233	15
233	25
233	40
233	60
210	67
190	67
150	67
105	67
105	50
278	5
278	15
278	35
278	67
240	67
200	67
150	67
105	67
105	30
105	0
180	190
180	160
180	140
150	133
128	133
105	133
105	170
105	200
105	250
105	300
185	240
175	240
155	240
135	240
105	240
105	260
105	270
105	280
105	290
105	300
290	283
270	283
250	283
220	283
220	250
220	225
220	200
220	175
220	150
220	100
215	80
215	70
200	67
150	67
102	67
102	60
102	55
105	35
105	15
105	0
295	184
275	184
255	184
235	184
210	184
210	175
210	150
210	130
215	100
210	80
190	80
105	80
105	90
105	100
105	130
105	160
105	200
105	230
105	260
105	300
158	125
158	115
158	90
138	90
108	90
108	70
108	50
108	30
108	10
108	0	
126
0	1
1	2
2	3
3	4
4	5
5	6
6	7
8	9
9	10
10	11
11	12
12	13
13	14
14	15
15	16
17	18
18	19
19	20
20	21
21	22
22	23
23	24
24	25
25	26
26	27
27	28
29	30
30	31
31	32
32	33
33	34
34	35
35	36
37	38
38	39
39	40
40	41
41	42
42	43
43	44
44	45
45	46
47	48
48	49
49	50
50	51
51	52
52	53
53	54
54	55
55	56
57	58
58	59
59	60
60	61
61	62
62	63
63	64
64	65
65	66
67	68
68	69
69	70
70	71
71	72
72	73
73	74
74	75
75	76
76	77
77	78
78	79
79	80
80	81
81	82
82	83
83	84
84	85
85	86
87	88
88	89
89	90
90	91
91	92
92	93
93	94
94	95
95	96
96	97
97	98
98	99
99	100
100	101
101	102
102	103
103	104
104	105
105	106
107	108
108	109
109	110
110	111
111	112
112	113
113	114
114	115
115	116
116	117
117	118
118	119
119	120
120	121
121	122
122	123
123	124
124	125
125	126
127	128
128	129
129	130	
130	131
131	132
132	133
133	134
134	135
135	136
