-41	-145
-38	-146
47	-145
-117	-148
47	-145
150	-146
-31	-146
189	-145
-61	-147
-75	-148
-14	-145
53	-145
-109	-147
-88	-145
-90	-146
-137	-145
-202	-147
90	-148
11	-148
-144	-148
50	-147
126	-146
158	-148
-95	-146
17	-146
124	-147
80	-146
42	-146
-62	-145
182	-148
-92	-146
-101	-145
-17	-148
-167	-146
-189	-147
-212	-148
75	-147
115	-148
38	-145
122	-147
24	-146
179	-148
61	-146
-113	-146
-220	-145
163	-148
91	-147
-86	-146
-187	-147
189	-148
-34	-146
-180	-147
141	-147
-49	-145
145	-147
27	-145
-147	-145
-136	-148
120	-145
21	-146
-24	-147
28	-148
