-157.446320	-109.241684 
-133.873947	9.448351 
-125.349571	-5.071768 
-133.375061	-30.412411 
-113.375206	39.868843 
-123.797371	-10.174147 
-128.314880	-19.482794 
-161.780960	-113.267410 
-95.076195	68.693474 
-146.342194	-75.517906 
-149.828079	-85.848824 
-131.775772	-25.876173 
-143.943024	-51.353344 
-136.047226	-16.005030 
-117.204414	19.209238 
-109.759697	31.423855 
-156.362106	-63.180820 
-142.481949	-64.382919 
-107.524979	41.930794 
-150.868561	-41.849178 
-160.608459	-77.602859 
-127.412453	8.192872 
-97.962349	55.479568 
-103.330772	45.846409 
-140.261719	-57.594688 
175.230392	-144.659042 
191.734207	-116.706238 
-10000000.000000	-10000000.000000 
167.977798	-132.478226 
-10000000.000000	-10000000.000000 
187.142700	-138.189789 
175.617218	-139.713974 
174.799957	-116.124115 
182.180267	-151.992538 
-10000000.000000	-10000000.000000 
-10000000.000000	-10000000.000000 
-10000000.000000	-10000000.000000 
-10000000.000000	-10000000.000000 
-10000000.000000	-10000000.000000 
-10000000.000000	-10000000.000000 
-10000000.000000	-10000000.000000 
168.122635	-149.107346 
-10000000.000000	-10000000.000000 
-10000000.000000	-10000000.000000 
169.908463	-159.786606 
-10000000.000000	-10000000.000000 
-10000000.000000	-10000000.000000 
180.915436	-108.921234 
-10000000.000000	-10000000.000000 
193.473175	-133.334930 
-161.895630	-101.112923 
-183.713898	-156.713379 
-140.879135	-32.944904 
-133.302582	-37.539597 
-141.844345	-23.256256 
-120.891296	8.743778 
-104.266975	49.614815 
-131.298828	-6.856872 
-164.647385	-116.959290 
-158.745804	-92.352364 
-151.155533	-58.576794 
-136.906555	-8.741598 
-121.730507	14.460724 
-149.720596	-69.242760 
-141.738525	-45.759602 
-133.969666	-50.260944 
-96.402687	60.292995 
-120.181694	45.094887 
-103.181320	63.998165 
-148.022858	-30.073397 
-140.743576	-39.387814 
-121.930191	3.328178 
-153.299286	-78.495567 
-130.729935	1.352262 
-165.807846	-104.021866 
190.195908	-127.306068 
179.955109	-122.843979 
176.895416	-156.353363 
182.291748	-160.708557 
-10000000.000000	-10000000.000000 
186.053116	-118.620872 
185.477890	-148.707230 
187.542496	-157.455704 
166.235825	-154.938126 
-10000000.000000	-10000000.000000 
-10000000.000000	-10000000.000000 
189.429916	-151.118317 
181.277725	-127.576408 
181.001373	-113.842567 
169.370850	-117.201820 
188.531052	-107.992355 
-10000000.000000	-10000000.000000 
-10000000.000000	-10000000.000000 
180.251709	-132.469940 
181.207703	-139.295319 
-10000000.000000	-10000000.000000 
171.339722	-137.693329 
176.234451	-163.045792 
-10000000.000000	-10000000.000000 
171.361328	-126.736778 
